type,asin,title,author,narrator,genre,length_hours,rating,rating_count,price,regular_price,cover_url,audible_url
monthly,B07FBBR4G2,The Vampire Wish: The Complete Series (Dark World),Michelle Madow,Patricia Santomasso,,23.9,4.6,2515,5.99,29.95,https://m.media-amazon.com/images/I/51ry6ZnEmqL._SL500_.jpg,https://www.audible.com/pd/B07FBBR4G2
monthly,B07GQ2THLP,Jesus and the Essenes,Dolores Cannon,"Carol Morrison,Saundra Kaye,Ted Snow",,12.4,4.8,2277,6.99,21.21,https://m.media-amazon.com/images/I/5157RLI4rXS._SL500_.jpg,https://www.audible.com/pd/B07GQ2THLP
monthly,B00E65MCUG,The Art of Communicating,Thich Nhat Hanh,Dan Woren,,3.3,4.7,1486,5.99,16.19,https://m.media-amazon.com/images/I/51R9mbLFPFL._SL500_.jpg,https://www.audible.com/pd/B00E65MCUG
monthly,B0B3QWRMJN,Smarter Not Harder,Dave Asprey,Dave Asprey,,8.5,4.4,268,6.99,25.19,https://m.media-amazon.com/images/I/51r0bq4gPnL._SL500_.jpg,https://www.audible.com/pd/B0B3QWRMJN
monthly,B0CR1RLGNB,The Borrowed Life of Frederick Fife,Anna Johnston,Tim Carroll,,10.8,4.7,1955,7.99,26.09,https://m.media-amazon.com/images/I/51JfCklK8mL._SL500_.jpg,https://www.audible.com/pd/B0CR1RLGNB
monthly,1400211956,Stories That Stick,Kindra Hall,Kindra Hall,,7.2,4.7,1267,5.99,20.69,https://m.media-amazon.com/images/I/41v4p1V3a+L._SL500_.jpg,https://www.audible.com/pd/1400211956
monthly,B07HWZHY56,Black Autumn,"Jeff Kirkham,Jason Ross",Ragnar Tellevson,,14.4,4.5,2242,6.99,22.32,https://m.media-amazon.com/images/I/51LCbwblyoL._SL500_.jpg,https://www.audible.com/pd/B07HWZHY56
monthly,1400217407,Business Made Simple,Donald Miller,Donald Miller,,6.9,4.6,411,6.99,22.49,https://m.media-amazon.com/images/I/41EC23SSZjL._SL500_.jpg,https://www.audible.com/pd/1400217407
monthly,B07Q33G4TT,YouTube Secrets,"Sean Cannell,Benji Travis","Sean Cannell,Benji Travis",,5.5,4.6,1315,5.99,16.28,https://m.media-amazon.com/images/I/517XtcsuYPL._SL500_.jpg,https://www.audible.com/pd/B07Q33G4TT
monthly,B0DPGN1TG6,Forged in Blood,Sadie Kincaid,"June DeBorahae,Maxine Mitchell,Sean Masters,Joe Arden,J. F. Harding,Oscar Reyes",,10.6,4.5,2330,5.99,21.39,https://m.media-amazon.com/images/I/51zTHmTuKQL._SL500_.jpg,https://www.audible.com/pd/B0DPGN1TG6
monthly,1496459091,Dark Intercept,"Brian Andrews,Jeffrey Wilson",MacLeod Andrews,,10.2,4.3,2445,5.99,20.62,https://m.media-amazon.com/images/I/51N2O2RJ5zL._SL500_.jpg,https://www.audible.com/pd/1496459091
monthly,1549150383,A Witch in Time,Constance Sayers,"Courtney Patterson,Claire Christie,Brittany Wilkerson,Stephanie Willis",,15.1,4.6,4840,7.99,28.79,https://m.media-amazon.com/images/I/51dm2BBTexL._SL500_.jpg,https://www.audible.com/pd/1549150383
monthly,B08XK6S6ZT,Fall of Radiance,Blake Arthur Peel,"Michael Kramer,Kate Reading",,51.0,4.4,3267,5.99,31.62,https://m.media-amazon.com/images/I/61H99l0CZCL._SL500_.jpg,https://www.audible.com/pd/B08XK6S6ZT
monthly,B071S1M5NB,The Witches of New York,Ami McKay,Julia Whelan,,14.4,4.4,4781,7.99,29.69,https://m.media-amazon.com/images/I/41lRzg7DGuL._SL500_.jpg,https://www.audible.com/pd/B071S1M5NB
monthly,B01LDRPUVM,A Quiet Life in the Country,T E Kinsey,Elizabeth Knowelden,,7.7,4.3,8631,5.99,17.43,https://m.media-amazon.com/images/I/51NiJ7w33iL._SL500_.jpg,https://www.audible.com/pd/B01LDRPUVM
monthly,B01KYGI3TY,Lost Gods,Brom,R.C. Bray,,14.8,4.7,6991,7.99,29.69,https://m.media-amazon.com/images/I/51dbFECLfRL._SL500_.jpg,https://www.audible.com/pd/B01KYGI3TY
monthly,B07FYGBVQ9,The LLC (Limited Liability Company) Bible,Daniel Miller,Mark Dunn,,5.0,4.6,239,5.99,16.28,https://m.media-amazon.com/images/I/51ap5cPBdoL._SL500_.jpg,https://www.audible.com/pd/B07FYGBVQ9
monthly,B0D3WKKT9B,Playground,Richard Powers,"Edoardo Ballerini,Robin Siegerman,Eunice Wong,Pun Bandhu,Krys Janae,Kevin R Free",,13.8,4.5,1097,6.99,21.8,https://m.media-amazon.com/images/I/51Hxebi8RWL._SL500_.jpg,https://www.audible.com/pd/B0D3WKKT9B
monthly,B07DCYTCYX,The Third Wife,Lisa Jewell,Joe Jameson,,9.4,4.0,3779,5.99,19.89,https://m.media-amazon.com/images/I/51oYrUQtgRL._SL500_.jpg,https://www.audible.com/pd/B07DCYTCYX
monthly,0063025353,The Reading List,Sara Nisha Adams,"Tara Divina,Sagar Arya,Paul Panting",,12.8,4.5,3042,7.99,29.69,https://m.media-amazon.com/images/I/61C94WkvHcL._SL500_.jpg,https://www.audible.com/pd/0063025353
monthly,B019IV3QSY,Summit Lake,Charlie Donlea,Shannon McManus,,8.2,4.4,12601,5.99,18.37,https://m.media-amazon.com/images/I/41rehRYKrNL._SL500_.jpg,https://www.audible.com/pd/B019IV3QSY
monthly,0063005751,The Energy Paradox,Steven R. Gundry MD,Steven R. Gundry MD,,8.8,4.6,995,7.99,26.09,https://m.media-amazon.com/images/I/416KehS0rjL._SL500_.jpg,https://www.audible.com/pd/0063005751
monthly,B09DSMSBK9,Encuentra tu persona vitamina,Marian Rojas Estapé,Teresa Fernández,,8.9,4.8,1094,5.99,15.53,https://m.media-amazon.com/images/I/518nu7TEiTL._SL500_.jpg,https://www.audible.com/pd/B09DSMSBK9
monthly,B0886LQSCF,Inteligencia Emocional [Emotional Intelligence],James W Williams,Enrique Aparicio,,3.5,4.8,1026,5.99,11.85,https://m.media-amazon.com/images/I/51ATyi+vKLL._SL500_.jpg,https://www.audible.com/pd/B0886LQSCF
monthly,B0D9WLBFDN,The Bonus,T L Swan,"C J Bloom,Sean Masters",,14.1,4.5,1225,6.99,22.83,https://m.media-amazon.com/images/I/41xKcvnvlmL._SL500_.jpg,https://www.audible.com/pd/B0D9WLBFDN
monthly,B07FDH26G1,The Little Black Book of Workout Motivation,Michael Matthews,Michael Matthews,,5.4,4.5,858,5.99,15.73,https://m.media-amazon.com/images/I/518ps8tYPaL._SL500_.jpg,https://www.audible.com/pd/B07FDH26G1
monthly,B0CKRRYWNH,The Penthouse Affair,Kendall Ryan,"Andi Arndt,Jacob Morgan",,9.1,4.5,1363,5.99,19.95,https://m.media-amazon.com/images/I/51MNBtzxPUL._SL500_.jpg,https://www.audible.com/pd/B0CKRRYWNH
monthly,B07TDCCMS4,The Happiest Toddler on the Block,Harvey Karp Md,Tim Fannon,,7.1,4.6,299,5.99,17.51,https://m.media-amazon.com/images/I/51+cUxTi27L._SL500_.jpg,https://www.audible.com/pd/B07TDCCMS4
monthly,B0FW5V9LY2,The Path of Ascension 10,C. Mantis,J.S. Arquin,,24.8,4.8,1369,5.99,32.95,https://m.media-amazon.com/images/I/61MFdVeXKGL._SL500_.jpg,https://www.audible.com/pd/B0FW5V9LY2
monthly,B0CT142B7F,Reality Transurfing. Steps I-V,Vadim Zeland,Edward Scott Pickett,,36.7,4.5,432,5.99,31.7,https://m.media-amazon.com/images/I/41bsFen7+oL._SL500_.jpg,https://www.audible.com/pd/B0CT142B7F
monthly,B0B12NW22M,Dark State,Jack Slater,Mark Garkusha,,11.5,4.4,1094,6.99,24.95,https://m.media-amazon.com/images/I/517-126HgbL._SL500_.jpg,https://www.audible.com/pd/B0B12NW22M
monthly,B06XTY6F43,The Richest Man in Babylon,"George S. Clason,Charles Conrad",Charles Conrad,,3.7,4.8,1347,5.99,14.1,https://m.media-amazon.com/images/I/510k1FTrM5L._SL500_.jpg,https://www.audible.com/pd/B06XTY6F43
monthly,B08F2Z9K7B,Unknown Market Wizards,Jack D. Schwager,DJ Holte,,12.0,4.7,948,6.99,21.69,https://m.media-amazon.com/images/I/61wklF8720L._SL500_.jpg,https://www.audible.com/pd/B08F2Z9K7B
monthly,1774244802,One Last Child,Anni Taylor,Caroline Lee,,16.0,4.6,2867,6.99,23.63,https://m.media-amazon.com/images/I/51XH3AktKZL._SL500_.jpg,https://www.audible.com/pd/1774244802
monthly,B07Y41JZ3G,Control Your Mind and Master Your Feelings: This Book Includes - Break Overthinking & Master Your Emotions,Eric Robertson,Seth Thompson,,7.0,4.2,261,5.99,17.29,https://m.media-amazon.com/images/I/51VlktJ1bbL._SL500_.jpg,https://www.audible.com/pd/B07Y41JZ3G
monthly,B074WD8V1G,Weird Scenes Inside the Canyon,David McGowan,Bill Fike,,14.0,4.3,990,6.99,22.02,https://m.media-amazon.com/images/I/61tZvzB4KaL._SL500_.jpg,https://www.audible.com/pd/B074WD8V1G
monthly,B078PNTRRP,Joseph Smith,Richard Lyman Bushman,James Anderson Foster,,28.9,4.7,1374,5.99,29.3,https://m.media-amazon.com/images/I/51wsXthf8tL._SL500_.jpg,https://www.audible.com/pd/B078PNTRRP
monthly,1799970388,Hate,Tate James,"Brooke Daniels,Lucas Webley",,9.4,4.6,3338,5.99,20.34,https://m.media-amazon.com/images/I/51urTY3FNTL._SL500_.jpg,https://www.audible.com/pd/1799970388
monthly,B074XG16SY,The Complete Sookie Stackhouse Stories,Charlaine Harris,"Johanna Parker,Brian Hutchison",,11.1,4.5,888,6.99,20.95,https://m.media-amazon.com/images/I/51YPu3-PLDL._SL500_.jpg,https://www.audible.com/pd/B074XG16SY
monthly,B0CN1XH312,Orbital,Samantha Harvey,Sarah Naudi,,5.1,3.8,679,5.99,15.08,https://m.media-amazon.com/images/I/51XzxA7v9NL._SL500_.jpg,https://www.audible.com/pd/B0CN1XH312
monthly,B096WH5F7G,Healing Your Lost Inner Child,Robert Jackman,Randy Scott,,7.0,4.8,365,5.99,17.29,https://m.media-amazon.com/images/I/41-3JECYKyS._SL500_.jpg,https://www.audible.com/pd/B096WH5F7G
monthly,B07J5SWZ8B,One True Mate Series Bundle,Lisa Ladew,Michael Pauley,,33.3,4.6,1952,5.99,29.95,https://m.media-amazon.com/images/I/51jinYoSZbL._SL500_.jpg,https://www.audible.com/pd/B07J5SWZ8B
monthly,B0899JKK3C,Friends with the Monsters,Albany Walker,"Vanessa Moyen,Lucas Webley",,9.3,4.4,2973,5.99,20.34,https://m.media-amazon.com/images/I/51E38clp0GL._SL500_.jpg,https://www.audible.com/pd/B0899JKK3C
monthly,B0C5DZJFQN,The Unwanted Marriage,Catharina Maura,"John Lane,Angelina Rocca",,11.6,4.6,567,5.99,21.02,https://m.media-amazon.com/images/I/51Lkf2124DL._SL500_.jpg,https://www.audible.com/pd/B0C5DZJFQN
monthly,B0735H7MRX,Live from New York,"James Andrew Miller,Tom Shales","Christina Delaine,Paul Woodson",,28.3,4.5,1231,5.99,28.66,https://m.media-amazon.com/images/I/511E2ORohTL._SL500_.jpg,https://www.audible.com/pd/B0735H7MRX
monthly,B0DG353D1X,Rise of the Living Forge,Actus,Peter Berkrot,,22.7,4.6,1306,5.99,31.98,https://m.media-amazon.com/images/I/514rxHd6eHL._SL500_.jpg,https://www.audible.com/pd/B0DG353D1X
monthly,B01J4H4JFQ,Hardcore Self Help: F**k Depression,Robert Duff,Robert Duff,,4.1,4.5,889,5.99,14.02,https://m.media-amazon.com/images/I/616mY6QE06L._SL500_.jpg,https://www.audible.com/pd/B01J4H4JFQ
monthly,B07CSNTDWZ,Fear Nothing,Dean Koontz,John Glouchevitch,,14.6,4.3,2027,6.99,23.3,https://m.media-amazon.com/images/I/51MMejvqK7L._SL500_.jpg,https://www.audible.com/pd/B07CSNTDWZ
monthly,B087HK9GHY,"Técnicas prohibidas de Persuasión, manipulación e influencia usando patrones de lenguaje y técnicas de PNL (2a Edición) [Forbidden Persuasion, Manipulation, and Influence Techniques Using Language Patterns and NLP Techniques (2nd Edition)]",Steve Allen,Juan Font,,5.7,4.7,322,5.99,19.95,https://m.media-amazon.com/images/I/51HiAR-1RaL._SL500_.jpg,https://www.audible.com/pd/B087HK9GHY
monthly,B0B46VLMZK,The Boss Project,Vi Keeland,"Sebastian York,Andi Arndt",,9.1,4.8,2607,5.99,20.34,https://m.media-amazon.com/images/I/51proxskHeL._SL500_.jpg,https://www.audible.com/pd/B0B46VLMZK
monthly,B0773RQNWQ,The Science of Self-Discipline,Peter Hollins,Peter Hollins,,3.3,4.6,619,4.99,13.18,https://m.media-amazon.com/images/I/51PFhAapwsL._SL500_.jpg,https://www.audible.com/pd/B0773RQNWQ
monthly,B0876JC8XQ,You Can Farm,Joel Salatin,Joel Salatin,,14.2,4.9,1052,6.99,22.25,https://m.media-amazon.com/images/I/51hqaIab5hL._SL500_.jpg,https://www.audible.com/pd/B0876JC8XQ
monthly,B0D8BWQWYC,The Love in Duet Collection,Lauren Blakely,"Andi Arndt,Sebastian York,Shane East,Vanessa Edwin,Robert Hatchet",,32.8,4.5,501,5.99,29.95,https://m.media-amazon.com/images/I/51JifzQc39L._SL500_.jpg,https://www.audible.com/pd/B0D8BWQWYC
monthly,B092FW3Z2N,Más astuto que el diablo [Outwitting the Devil],Napoleon Hill,Alfonso Sales,,9.9,4.6,384,5.99,17.31,https://m.media-amazon.com/images/I/61g4Olo1+nL._SL500_.jpg,https://www.audible.com/pd/B092FW3Z2N
monthly,B0CQ368JR1,When the Night Comes Falling,Howard Blum,Zac Aleman,,5.7,4.3,510,5.99,21.59,https://m.media-amazon.com/images/I/51g+vVH5T1L._SL500_.jpg,https://www.audible.com/pd/B0CQ368JR1
monthly,B088C2B92G,The Hunter,L.J. Shen,"Virginia Rose,Jason Clarke",,11.5,4.6,2978,5.99,21.02,https://m.media-amazon.com/images/I/51UFvl3IURL._SL500_.jpg,https://www.audible.com/pd/B088C2B92G
monthly,B09NQLZ741,The Witch Between Worlds: 10 Book Epic Fantasy Box Set,Emma Glass,Rafe Beckley,,69.3,4.6,999,5.99,31.62,https://m.media-amazon.com/images/I/51s3QSnLa3L._SL500_.jpg,https://www.audible.com/pd/B09NQLZ741
monthly,B0D5JTZJ9T,Under the Breaking Sky: The Complete Apocalyptic Horror Series,Nick Clausen,Spencer Dillehay,,59.6,4.2,768,5.99,29.56,https://m.media-amazon.com/images/I/51bBhcp4L2L._SL500_.jpg,https://www.audible.com/pd/B0D5JTZJ9T
monthly,B0718X5DQY,Collaborating with the Enemy,Adam Kahane,Jeff Hoyt,,3.5,3.7,182,5.99,14.95,https://m.media-amazon.com/images/I/51i+1mHhHnL._SL500_.jpg,https://www.audible.com/pd/B0718X5DQY
monthly,B0FB4BPCML,Mage Tank 2: A LitRPG Adventure,Cornman,Daniel Wisniewski,,19.4,4.8,933,4.99,28.58,https://m.media-amazon.com/images/I/51kU3yteEkL._SL500_.jpg,https://www.audible.com/pd/B0FB4BPCML
monthly,B07T93F2NN,The Apocrypha: The Complete Volume,Joseph Lumpkin,Mel Jackson,,44.5,4.3,107,5.99,29.25,https://m.media-amazon.com/images/I/51rPJ7AnP6L._SL500_.jpg,https://www.audible.com/pd/B07T93F2NN
monthly,B07B78MNSH,The Longevity Diet,Valter Longo PhD,Keith Sellon-Wright,,6.2,4.5,1629,5.99,16.77,https://m.media-amazon.com/images/I/51NLyKUU7wL._SL500_.jpg,https://www.audible.com/pd/B07B78MNSH
monthly,B07T9HVWJS,Feelings Buried Alive Never Die,Karol K. Truman,Paul D. Henry,,11.8,4.2,217,5.99,21.05,https://m.media-amazon.com/images/I/51rVUDl-8yL._SL500_.jpg,https://www.audible.com/pd/B07T9HVWJS
monthly,B082T35SX9,The Gibson Boys Collection,Adriana Locke,"Kai Kennicott,Wen Ross",,39.0,4.7,1573,5.99,29.41,https://m.media-amazon.com/images/I/51l5gTxetWL._SL500_.jpg,https://www.audible.com/pd/B082T35SX9
monthly,B0BXM1787N,Don't Forget to Write,Sara Goodman Confino,Helen Laser,,9.0,4.6,1809,5.99,19.96,https://m.media-amazon.com/images/I/51UeTCzKP4L._SL500_.jpg,https://www.audible.com/pd/B0BXM1787N
monthly,B09KM96Z3B,From Paycheck to Purpose,Ken Coleman,Ken Coleman,,6.1,4.6,325,5.99,17.02,https://m.media-amazon.com/images/I/51rvBgy3fxL._SL500_.jpg,https://www.audible.com/pd/B09KM96Z3B
monthly,B075SMSP1S,Fabius Bile: Primogenitor,Josh Reynolds,John Banks,,10.7,4.7,1886,5.99,20.42,https://m.media-amazon.com/images/I/51qycoRC12L._SL500_.jpg,https://www.audible.com/pd/B075SMSP1S
monthly,B078YXGX8J,The Introverted Leader: Building on Your Quiet Strength,Jennifer Kahnweiler,Tiffany Williams,,4.1,4.1,122,5.99,14.8,https://m.media-amazon.com/images/I/61m5i28HvHL._SL500_.jpg,https://www.audible.com/pd/B078YXGX8J
monthly,1974980758,Marvel Super Heroes: Secret Wars,"Alex Irvine,Marvel","Richard Rohan,Full Cast",,6.7,4.5,1100,5.99,16.11,https://m.media-amazon.com/images/I/61qzFXG7TxL._SL500_.jpg,https://www.audible.com/pd/1974980758
monthly,B07DGJ7LN3,Dragon's Gift: The Complete Trilogy,Jasmine Walt,"Kate Marcin,Adam Gold",,21.5,4.4,1692,5.99,31.35,https://m.media-amazon.com/images/I/51kTjy8sh3L._SL500_.jpg,https://www.audible.com/pd/B07DGJ7LN3
monthly,B0CK8WCCT9,Obsession Falls,Claire Kingsley,"Connor Crais,Ava Erickson,Scott Rose",,9.6,4.6,881,5.99,20.34,https://m.media-amazon.com/images/I/51L0TjztLZL._SL500_.jpg,https://www.audible.com/pd/B0CK8WCCT9
monthly,B084TB4MDX,25 Hours a Day,Nick Bare,Nick Bare,,3.2,4.7,1446,4.99,13.31,https://m.media-amazon.com/images/I/51okgoCtNOL._SL500_.jpg,https://www.audible.com/pd/B084TB4MDX
monthly,B0D6RY5W14,Going Home in the Dark,Dean Koontz,BJ Harrison,,11.1,3.6,917,5.99,20.96,https://m.media-amazon.com/images/I/511ITOY+n2L._SL500_.jpg,https://www.audible.com/pd/B0D6RY5W14
monthly,B0B6248VY9,The Perfumist of Paris,Alka Joshi,Sneha Mathan,,11.7,4.7,898,6.99,25.19,https://m.media-amazon.com/images/I/51uG4hum7SL._SL500_.jpg,https://www.audible.com/pd/B0B6248VY9
monthly,B09447NFZ8,Secrets of Divine Love,A. Helwa,A. Helwa,,12.8,4.9,560,6.99,22.07,https://m.media-amazon.com/images/I/61tFlU6FC8S._SL500_.jpg,https://www.audible.com/pd/B09447NFZ8
monthly,B0C43T79MY,Forbidden Hearts,Corinne Michaels,"Zachary Webber,Desiree Ketchum",,9.4,4.6,982,5.99,19.95,https://m.media-amazon.com/images/I/511p1wFEuWL._SL500_.jpg,https://www.audible.com/pd/B0C43T79MY
monthly,1665026596,Zoey and Sassafras Boxed Set: Books 1-6,Asia Citro,Janina Edwards,,6.2,4.8,295,5.99,17.03,https://m.media-amazon.com/images/I/61AwlYd7o4S._SL500_.jpg,https://www.audible.com/pd/1665026596
monthly,B083C4RL5J,"Passive Income, Aggressive Retirement",Rachel Richards,Lela Rhodes,,8.1,4.3,304,5.99,18.68,https://m.media-amazon.com/images/I/51XJ33piZ8L._SL500_.jpg,https://www.audible.com/pd/B083C4RL5J
monthly,B0FSLRPWT4,Fated Antagonist,RinoZ,"Jeff Hays,Annie Ellicott",,20.4,4.9,1338,5.99,32.95,https://m.media-amazon.com/images/I/61ViYQCqXQL._SL500_.jpg,https://www.audible.com/pd/B0FSLRPWT4
monthly,B0C7LJW6CW,The Full Fee Agent,"Chris Voss,Steve Shull",Steve Shull,,5.1,4.8,223,5.99,16.54,https://m.media-amazon.com/images/I/41W5kHTdM0L._SL500_.jpg,https://www.audible.com/pd/B0C7LJW6CW
monthly,B087LQPZ44,Before the Mayflower,Lerone Bennett,John Ridle,,11.7,4.7,297,5.99,20.43,https://m.media-amazon.com/images/I/51so6cI+IwL._SL500_.jpg,https://www.audible.com/pd/B087LQPZ44
monthly,B0CJGNJ7CY,I Hope This Finds You Well,Natalie Sue,Nasim Pedrad,,12.1,4.3,928,7.99,26.09,https://m.media-amazon.com/images/I/41Nud4nmcBL._SL500_.jpg,https://www.audible.com/pd/B0CJGNJ7CY
monthly,B08Z4GWB3X,Divine Feminine Energy,Angela Grace,Alana Marie Cheuvront,,6.4,4.6,193,5.99,17.5,https://m.media-amazon.com/images/I/510tbwAz3vL._SL500_.jpg,https://www.audible.com/pd/B08Z4GWB3X
monthly,B07KRBZ39G,The Metabolic Approach to Cancer,"Dr. Nasha Winters ND FABNO LAc DiplOM,Jess Higgins Kelley MNT",Suzie Althens,,14.4,4.8,284,6.99,22.09,https://m.media-amazon.com/images/I/517VOoWPD1L._SL500_.jpg,https://www.audible.com/pd/B07KRBZ39G
monthly,B0DCGLVJ8N,The Book of Murder,Matt Murphy,Matt Murphy,,10.0,4.8,1326,6.99,20.41,https://m.media-amazon.com/images/I/51S30yFUYoL._SL500_.jpg,https://www.audible.com/pd/B0DCGLVJ8N
monthly,B096YB2K5P,Fallen University: Complete Series: Books 1-3,Callie Rose,Lia Holland,,23.6,4.4,892,5.99,29.95,https://m.media-amazon.com/images/I/51FDO6p+vdS._SL500_.jpg,https://www.audible.com/pd/B096YB2K5P
monthly,B0D3VP5XNS,The Dixon Rule,Elle Kennedy,"Erin Mallon,Corvin King",,13.3,4.7,699,6.99,22.61,https://m.media-amazon.com/images/I/51B49O4wMyL._SL500_.jpg,https://www.audible.com/pd/B0D3VP5XNS
monthly,B0CSLV4CZ5,Gravesong,pirateaba,Andrea Parsneau,,20.0,4.7,1843,4.99,28.13,https://m.media-amazon.com/images/I/513oHXGN84L._SL500_.jpg,https://www.audible.com/pd/B0CSLV4CZ5
monthly,B0B88S2818,Whispers of You,Catherine Cowles,"Andi Arndt,Zachary Webber",,9.3,4.6,1029,5.99,19.95,https://m.media-amazon.com/images/I/51HucHmAnBL._SL500_.jpg,https://www.audible.com/pd/B0B88S2818
monthly,168457398X,The Five,Hallie Rubenhold,Louise Brealey,,10.3,4.5,1467,5.99,20.17,https://m.media-amazon.com/images/I/51v68IccuuL._SL500_.jpg,https://www.audible.com/pd/168457398X
monthly,B09R6417QM,"The Boxcar Children Collection, Volume 2",Gertrude Chandler Warner,"Aimee Lilly,Tim Gregory",,5.0,4.7,153,5.99,14.2,https://m.media-amazon.com/images/I/51q6C7HVIiL._SL500_.jpg,https://www.audible.com/pd/B09R6417QM
monthly,B09X62Q5H9,Shared Insanity,KamikazePotato,Neil Hellegers,,19.3,4.7,1576,4.99,27.77,https://m.media-amazon.com/images/I/51wQI97UyOL._SL500_.jpg,https://www.audible.com/pd/B09X62Q5H9
monthly,B0BDBLYSK4,Don't Let Me Go,Kelsie Rae,"Joe Arden,Allie Shae",,11.7,4.6,602,6.99,24.95,https://m.media-amazon.com/images/I/51GhZNpSFnL._SL500_.jpg,https://www.audible.com/pd/B0BDBLYSK4
monthly,1338722565,The Upside-Down Magic Collection (Books 1-6),"Sarah Mlynowski,Lauren Myracle,Emily Jenkins",Rebecca Soler,,19.3,4.8,415,5.99,28.61,https://m.media-amazon.com/images/I/51qcjYkFX+L._SL500_.jpg,https://www.audible.com/pd/1338722565
monthly,B09RTM225M,Keeper of Enchanted Rooms,Charlie N. Holmberg,"Amanda Leigh Cobb,Graham Halstead,Nicholas Boulton",,10.6,4.4,2242,5.99,20.25,https://m.media-amazon.com/images/I/51KblP-uPaL._SL500_.jpg,https://www.audible.com/pd/B09RTM225M
monthly,B0CQRJZ9ZT,Men Have Called Her Crazy,Anna Marie Tendler,Anna Marie Tendler,,8.7,4.1,507,5.99,18.74,https://m.media-amazon.com/images/I/51fgJ1J+j-L._SL500_.jpg,https://www.audible.com/pd/B0CQRJZ9ZT
monthly,B0CFN822CC,The 32 Principles,"Rener Gracie,Paul Volponi,Jocko Willink - foreword",Rener Gracie,,8.3,4.3,158,5.99,18.7,https://m.media-amazon.com/images/I/41PkNq3-MBL._SL500_.jpg,https://www.audible.com/pd/B0CFN822CC
monthly,B09BK93VZC,Dimensions,Jacques Vallee,Michael Hacker,,12.3,4.6,461,6.99,21.34,https://m.media-amazon.com/images/I/51T9oZj0WOL._SL500_.jpg,https://www.audible.com/pd/B09BK93VZC
monthly,B0B61T7KZH,The Atonement,Kiersten Modglin,"George Newbern,Sarah Mollo-Christensen",,6.3,4.4,1016,5.99,16.4,https://m.media-amazon.com/images/I/41cy9x1XHQL._SL500_.jpg,https://www.audible.com/pd/B0B61T7KZH
monthly,B0FK74JCJ6,Don Caselli,Jahquel J.,"Elyce Anthony,Jamal Roque",,11.3,4.8,1456,5.99,21.62,https://m.media-amazon.com/images/I/41taR58019L._SL500_.jpg,https://www.audible.com/pd/B0FK74JCJ6
monthly,B0CQPVC54L,Look on the Bright Side,Kristan Higgins,"Susan Bennett,Christina Moore,Xe Sands",,12.6,4.7,1381,6.99,21.57,https://m.media-amazon.com/images/I/51LXDCuImqL._SL500_.jpg,https://www.audible.com/pd/B0CQPVC54L
monthly,B0FG8FDKZ4,The Things Gods Break,Abigail Owen,"Piper Goodeve,Tom Kiteley",,20.6,4.6,804,5.99,32.95,https://m.media-amazon.com/images/I/51rEBmMsFsL._SL500_.jpg,https://www.audible.com/pd/B0FG8FDKZ4
monthly,1620559684,Tuning the Human Biofield,Eileen Day McKusick,Eileen Day McKusick,,8.1,4.8,367,5.99,14.99,https://m.media-amazon.com/images/I/514AKaSxpBL._SL500_.jpg,https://www.audible.com/pd/1620559684
monthly,B0FWFB2YM6,Throne of Ice and Blood,Marion Blackwood,Laura Horowitz,,12.0,4.7,392,6.99,22.51,https://m.media-amazon.com/images/I/51vSuc+g-LL._SL500_.jpg,https://www.audible.com/pd/B0FWFB2YM6
monthly,B0844FCNFD,The Phantom Prince,"Elizabeth Kendall,Molly Kendall - contributor","Elizabeth Kendall,Barrie Kreinik,Molly Kendall",,6.3,4.7,1435,5.99,16.8,https://m.media-amazon.com/images/I/51i6xUu3PCL._SL500_.jpg,https://www.audible.com/pd/B0844FCNFD
monthly,B0CPT7SR8F,Twilight of Embers,Tessa Hale,"Vanessa Moyen,Joe Arden,Jason Clarke,Connor Crais,Teddy Hamilton,Jacob Morgan",,6.8,4.6,857,5.99,15.69,https://m.media-amazon.com/images/I/515LtF1NkGL._SL500_.jpg,https://www.audible.com/pd/B0CPT7SR8F
